SpeciesName,Flower color,Flower sex,Flowering lag time: number of days from exposition start to flowering,Flowering requirement (requirement for fertility),Fruit type,Plant flowering,Plant growth form,Plant growth temperature range,Plant height,Plant human usage types,Plant lifespan (longevity),Plant lifespan: age trees reach in forested stands,Plant woodiness,Seed germination base temperature,Seed germination base water potential,Seed germination lag time,Seed germination requirement,Seed germination temperature,Seed germination type,Wood growth ring distinction,Any flowering data
Acacia drummondii,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia dudgeonii Craib ex Holland,white,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia dunnii,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia ebutsiniorum,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia echinula,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia edgeworthii,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia ehrenbergiana,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia elata,,,,,,,tree / shrub,,,,50,,woody,,,,,,,,Remove
Acacia elatior,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia emoryana,,,,,,,"Tree, Shrub",,,,,,,,,,,,,,Remove
Acacia erioloba,,,,,,,tree,,,,perennial,,woody,,,,,,,,Remove
Acacia eriopoda,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia errabunda,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia estrophiolata,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia etbaica,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia etilis,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia euthycarpa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia excelsa,,,,,,,tree,,,,perennial > 20 years,,woody,,,,long dormancy,,,,Remove
Acacia extensa,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia falciformis,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia farnesiana,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,semi,Remove
Acacia fasciculata,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia fasciculifera,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia ferruginea,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia filicifolia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia filifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia fimbriata,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia flavescens,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia flexifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia flocktoniae,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia floribunda,,,,,,,tree,,,,60,,woody,,,,,,,,Remove
Acacia fulva,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia furcatispina,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia gageana,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia galpinii,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia galpinii Burtt Davy,purple,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia gaumeri,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia gentlei,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia georginae,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia gerrardi,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia gerrardii var. gerrardii,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia gerrardii var_gerrardii,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia giraffae,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia gladiiformis,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia glandulicarpa,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia glaucescens,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia glaucocarpa,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia glomerosa,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia gnidium,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia goetzei,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia goetzei Harms,white,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia gordonii,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia graffiana,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia granitica,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia grasbyi,,,,,,,tree/woody,,,,,,W,,,,,,,diffuse,Remove
Acacia greggii A. Gray,Yellow,,,Low,,,"Tree, Shrub",,,No,Perennial,,,,,,No,,,,Keep
Acacia greggii var. greggii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,,Remove
Acacia greggii var. wrightii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,,Remove
Acacia gummifera,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia gunnii,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia haematoxylon Willd.,yellow,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia hamulosa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia harpophylla,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia hemignosta,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia hemiteles,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia hemsleyi,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia heteroclita,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia hindsii,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia hispidula,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia holosericea,,,,,,,Tree,,,,long lived perennial >= 50 yrs.,,W,,,,,,,,Remove
Acacia homalophylla,,,,,,,tree,,,,perennial > 20 years,,woody,,,,long dormancy,,,,Remove
Acacia horrida,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia howittii,,,,,,,tree,,,,perennial,,W,,,,,,,,Remove
Acacia huilana,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia humifusa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia implexa,,,,,,,tree / shrub,,,,50,,W,,,,,,,,Remove
Acacia inaequilatera,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia inophloia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia insolita,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia irrorata,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,,Remove
Acacia irrorata subsp. irrorata,,,,,,,Tree,,,,>50,,woody,,,,,,,,Remove
Acacia iteaphylla,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia ixiophylla,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia janzenii,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia jennerae,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia johnwoodii,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia jonesii,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,,Remove
Acacia juncifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia juniperina,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia karoo,,,,,,,tree,,,,,,,,,,,,,,Remove
Acacia kauaiensis,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia kempeana,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia kettlewelliae,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia kirkii,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia koa,,,,,,,tree,,,,perennial,,W,,,,,,,,Remove
Acacia koa A. Gray,Yellow,,,Medium,,,Tree,,,No,Perennial,,,,,,No,,,,Keep
Acacia koa Kumuwela,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia koa Laupahoehoe,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia koaia,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia koaia Hillebr.,Yellow,,,Medium,,,Tree,,,No,Perennial,,,,,,No,,,,Keep
Acacia kosiensis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia laccata,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia laeta,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia lamprocarpa,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia lanigera,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia lasiocalyx,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia lasiopetala,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia lateriticola,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia latescens,,,,,,,tree/woody,,,,,,W,,,,,,,diffuse,Remove
Acacia latifolia,,,,,,,"Tree, Shrub",,,,,,W,,,,,,,,Remove
Acacia latisepala,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia latispina J.E.Burrows & S.M.Burrows,yellow,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia latzii,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia lebbeck,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia legnota,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia leiocalyx,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia leiophylla,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia leprosa,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia leptocarpa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia leptoclada,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia leucoclada,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia leucophloea,,,,,,,Tree (evergreen),,,,,,W,,,,,,,,Remove
Acacia leucophylla,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia leuderitzii,,,,,,,tree,,,,,,,,,,,,,,Remove
Acacia ligulata,,,,,,,tree / shrub,,,,perennial < 20 years,,woody,,,,long dormancy,,,,Remove
Acacia lineolata,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia lirellata,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia loderi,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia longifolia (Andrews) Willd.,Yellow,,,Low,,,"Tree, Shrub",,,Yes,Perennial,,,,,,No,,,,Keep
Acacia longispicata,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia longispinea,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia loretensis,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia luderitzii,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia luederitzii,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia luereritzii,,,,,,,tree,,,,,,,,,,,,,,Remove
Acacia lunata,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia lutea,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia lysiphloia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia mabellae,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia macbridei,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia macilenta,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia macnuttiana,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia maconochieana,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia macradenia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia macrophylla,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia macrostachya,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia macrothyrsa,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia maidenii,,,,,,,tree,,,,perennial,,W,,,,,,,,Remove
Acacia malacophylla,,,,,,,"Tree, Shrub",,,,,,,,,,,,,,Remove
Acacia mangium,,,,,,,tree,,,,Perennial,,W,,,,,,,,Remove
Acacia mayana,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia mearnsii,,,,,,,tree / shrub,,,FALSE,50,,Woody,,,,,,,,Remove
Acacia megacephala,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia meiantha,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia meisneri,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia melanoceras,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia melanoxylon,,,,,,,tree / shrub,,,FALSE,200,,woody,,,,,,,,Remove
Acacia melanoxylon R. Br.,White,,,Low,,,Tree,,,Yes,Perennial,,,,,,No,,,,Keep
Acacia mellifera,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia mellifera (Vahl) Benth.,white,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia melvillei,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia merrallii,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia microbotrya,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia microcarpa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia microcephala,,,,,,,tree,,,,,,,,,,,,,,Remove
Acacia mimula,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia minuta,,,,,,,"Tree, Shrub",,,,,,,,,,,,,,Remove
Acacia mitchellii,,,,,,,tree/woody,,,,25,,woody,,,,,,,,Remove
Acacia modesta,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia mollifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia mollis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia mollissima,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia montana,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia monticola,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia montis-usti,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia mosllisima,,,,,,,tree,,,,,,,,,,,,,,Remove
Acacia mucronata,,,,,,,Tree,,,,50,,W,,,,,,,,Remove
Acacia multiflora,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia multispicata,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia muricata,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia murrayana,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia natalitia,,,,,,,tree,,,,,,,,,,,,,,Remove
Acacia negrii Pic. Serm.,pink,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia neriifolia,,,,,,,tree,,,,perennial,,W,,,,,,,,Remove
Acacia nervosa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia neurophylla,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia nigrescens,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia nigriscens,,,,,,,Tree (T),,,,,,,,,,,,,,Remove
Acacia nilotica,,,,,0,,tree,,,,,,woody,,,,,,,,Remove
Acacia nilotica indica,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia nodiflora,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia notabilis,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia obliquinervia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia obtusata,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia occidentalis,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia oerfota,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia olgana,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia omalophylla,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia ophiolithica,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia oraria,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia origena,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia orites,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia oshanesii,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia pachycarpa,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia pallidifolia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia paniculata,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia papyrocarpa,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia parviflora,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia parvipinnula,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia pellita,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia pendula,,,,,,,tree/woody,,,,perennial,,W,,,,,,,,Remove
Acacia peninsularis,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia pennata,,,,,,,Tree shrub intermediate,,,,perennial,,W,,,,,,,,Remove
Acacia pennatula,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia penninervis,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia pennulata,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia pentadenia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia pervillei,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia peuce,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia phaeocalyx,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia phasmoides,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia picachensis,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia pilligaensis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia pinetorum,,,,,,,"Tree, Shrub",,,,,,,,,,,,,,Remove
Acacia planifrons,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia platycarpa,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia plectocarpa,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia plicata,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia podalyriaefolia,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia polyacantha Willd.,white,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia polyacantha ssp_campylacantha,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia polyacantha subsp. campylacantha,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia polybotrya,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia polyphylla,,,,,,,tree/climber/woody,,,,,,W,,,,,,,,Remove
Acacia polypodioides,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia polystachya,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia praecox,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia pravissima,,,,,,,tree,,,,perennial,,W,,,,,,,,Remove
Acacia pringlei,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia prominens,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia pruinosa,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia pubescens,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia pubifolia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia pustula,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia pycnantha,,,,,,,tree,,,FALSE,40,,woody,,,,,,,,Remove
Acacia pycnostachya,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia pyrifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia quadrilateralis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia quadrimarginea,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia quornensis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia recurva,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia redolens Maslin,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia reficiens,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia rehmanniana,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia repanda,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia resinimarginea,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia retinodes,,,,,,,Tree shrub intermediate,,,FALSE,,,W,,,,,,,,Remove
Acacia retusa,,,,,,,"Tree, Shrub, Vine",,,,,,,,,,,,,,Remove
Acacia rhodoxylon,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia riceana,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia richii,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia riparioides,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia robur,,,,,,,tree,,,,,,,,,,,,,,Remove
Acacia robusta,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia robusta ssp_clavigera,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia robusta subsp. clavigera,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia robynsiana,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia rorudiana,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia rossei,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia rostellifera,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia rothii,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia rovumae,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia rubida,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia ruddiae,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia russelliana,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia saliciformis,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia salicina,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia saligna (Labill.) Wendl.,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia schinoides,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia sclerophylla,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia sclerosperma,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia sekhukhuniensis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia semirigida,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia senegal,,,,,,,tree,,,,,,woody,,,,,,,4,Remove
Acacia senegalensis,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia sericea,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia sertiformis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia sessiliceps,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia seyal,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia seyal Delile,orange,,,,legume,,tree,,,,,,,,,,,,,,Keep
Acacia shirleyi,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia sibilans,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia siculiformis,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia sieberana,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia sieberiana,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia sieberiana DC.,,,,,,,tree,,,,,,,,,,,,,,Remove
Acacia sieberiana var. sieberiana,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia sieberiana var_sieberiana,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia silvestris,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia simsii,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia skleroxyla,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia smallii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,,Remove
Acacia sp,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia sp.,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia spectabilis,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia sphaerocephala,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia spirocarpa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia stenophylla,,,,,,,tree,,,,perennial > 20 years,,woody,,,,long dormancy,,,,Remove
Acacia stenophylla Benth.,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia stereophylla,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia stipuligera,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia stowardii,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia suaveolens,,,,,,,tree / shrub,,,,perennial <50 yrs,,woody,,,,,,,,Remove
Acacia subangulata,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia subporosa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia subtessarogona,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia subulata,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia sulcata,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia sundra,,,,,,,tree,,,,,,woody,,,,,,,,Remove
Acacia tanganyikensis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia telmica,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia tetragonophylla,,,,,,,tree / shrub,,,,perennial < 20 years,,woody,,,,long dormancy,,,,Remove
Acacia tomentosa,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia toondulya,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia torringtonensis,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia tortilis,,,,,,,tree,,,,,,woody,,,,,,,4,Remove
Acacia tortilis subsp. raddiana (Savi) Brenan,,,,,legume,,tree,,,,,,,,,,,,,,Remove
Acacia tortuosa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia torulosa,,,,,,,tree,,,,,,W,,,,,,,,Remove
Acacia trachycarpa,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia trachyphloia,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia trinervata,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia tubulifera,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia tumida,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia ulicina,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia undulifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia usumacintensis,,,,,,,Tree,,,,,,W,,,,,,,,Remove
Acacia velvae,,,,,,,Tree,,,,,,,,,,,,,,Remove
Acacia venulosa,,,,,,,tree/woody,,,,,,woody,,,,,,,,Remove
Acacia veronica,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
Acacia vestita,,,,,,,Tree,,,,,,woody,,,,,,,,Remove
Acacia viscidula,,,,,,,tree/woody,,,,,,W,,,,,,,,Remove
